subjID,condA,condB,t,Ms_ad,Mo_ad,Ms_disad,Mo_disad,decision
43,2,2,10,10,4.99,4,5,2
43,1,1,11,-10,-6,-10,-5,2
43,1,2,11,10,5,10,6,2
43,2,1,11,-10,-6,-10,-5,2
43,2,2,11,10,5,10,6,2
43,1,1,12,-10,-12,-8,-10,2
43,1,2,12,8,10,10,12,2
43,2,1,12,-10,-12,-8,-10,2
43,2,2,12,8,10,10,12,2
44,1,1,1,-5,-15,-15,-5,1
44,1,2,1,15,5,5,15,1
44,2,1,1,-5,-15,-15,-5,1
44,2,2,1,15,5,5,15,1
44,1,1,2,-5,-15,-6,-5,2
44,1,2,2,6,5,5,15,2
44,2,1,2,-5,-15,-6,-5,2
44,2,2,2,6,5,5,15,2
44,1,1,3,-5,-6,-6,-5,1
44,1,2,3,6,5,5,6,1
44,2,1,3,-5,-6,-6,-5,1
44,2,2,3,6,5,5,6,1
44,1,1,4,-5,-20,-20,-5,1
44,1,2,4,20,5,5,20,1
44,2,1,4,-5,-20,-20,-5,1
44,2,2,4,20,5,5,20,1
44,1,1,5,-5,-10,-6,-5,2
44,1,2,5,6,5,5,10,2
44,2,1,5,-5,-10,-6,-5,2
44,2,2,5,6,5,5,10,2
44,1,1,6,-10,-12,-12,-10,1
44,1,2,6,12,10,10,12,1
44,2,1,6,-10,-12,-12,-10,1
44,2,2,6,12,10,10,12,1
44,1,1,7,-5,-20,-10,-5,1
44,1,2,7,10,5,5,20,2
44,2,1,7,-5,-20,-10,-5,2
44,2,2,7,10,5,5,20,2
44,1,1,8,-5,-10,-10,-5,1
44,1,2,8,10,5,5,10,1
44,2,1,8,-5,-10,-10,-5,1
44,2,2,8,10,5,5,10,1
44,1,1,9,-6,-5,-10,-4.99,1
44,1,2,9,10,4.99,6,5,1
44,2,1,9,-6,-5,-10,-4.99,1
44,2,2,9,10,4.99,6,5,1
44,1,1,10,-4,-5,-10,-4.99,1
44,1,2,10,10,4.99,4,5,1
44,2,1,10,-4,-5,-10,-4.99,1
44,2,2,10,10,4.99,4,5,1
44,1,1,11,-10,-6,-10,-5,2
44,1,2,11,10,5,10,6,2
44,2,1,11,-10,-6,-10,-5,2
44,2,2,11,10,5,10,6,2
44,1,1,12,-10,-12,-8,-10,2
44,1,2,12,8,10,10,12,2
44,2,1,12,-10,-12,-8,-10,2
44,2,2,12,8,10,10,12,2
45,1,1,1,-5,-15,-15,-5,1
45,1,2,1,15,5,5,15,1
45,2,1,1,-5,-15,-15,-5,2
45,2,2,1,15,5,5,15,2
45,1,1,2,-5,-15,-6,-5,2
45,1,2,2,6,5,5,15,2
45,2,1,2,-5,-15,-6,-5,2
45,2,2,2,6,5,5,15,2
45,1,1,3,-5,-6,-6,-5,1
45,1,2,3,6,5,5,6,1
45,2,1,3,-5,-6,-6,-5,2
45,2,2,3,6,5,5,6,2
45,1,1,4,-5,-20,-20,-5,1
45,1,2,4,20,5,5,20,1
45,2,1,4,-5,-20,-20,-5,2
45,2,2,4,20,5,5,20,2
45,1,1,5,-5,-10,-6,-5,2
45,1,2,5,6,5,5,10,2
45,2,1,5,-5,-10,-6,-5,2
45,2,2,5,6,5,5,10,2
45,1,1,6,-10,-12,-12,-10,1
45,1,2,6,12,10,10,12,1
45,2,1,6,-10,-12,-12,-10,2
45,2,2,6,12,10,10,12,2
45,1,1,7,-5,-20,-10,-5,1
45,1,2,7,10,5,5,20,1
45,2,1,7,-5,-20,-10,-5,2
45,2,2,7,10,5,5,20,2
45,1,1,8,-5,-10,-10,-5,1
45,1,2,8,10,5,5,10,1
45,2,1,8,-5,-10,-10,-5,2
45,2,2,8,10,5,5,10,2
45,1,1,9,-6,-5,-10,-4.99,1
45,1,2,9,10,4.99,6,5,1
45,2,1,9,-6,-5,-10,-4.99,1
45,2,2,9,10,4.99,6,5,2
45,1,1,10,-4,-5,-10,-4.99,1
45,1,2,10,10,4.99,4,5,1
45,2,1,10,-4,-5,-10,-4.99,1
45,2,2,10,10,4.99,4,5,1
45,1,1,11,-10,-6,-10,-5,2
45,1,2,11,10,5,10,6,2
45,2,1,11,-10,-6,-10,-5,2
45,2,2,11,10,5,10,6,2
45,1,1,12,-10,-12,-8,-10,2
45,1,2,12,8,10,10,12,2
45,2,1,12,-10,-12,-8,-10,2
45,2,2,12,8,10,10,12,2
46,1,1,1,-5,-15,-15,-5,1
46,1,2,1,15,5,5,15,1
46,2,1,1,-5,-15,-15,-5,1
46,2,2,1,15,5,5,15,1
46,1,1,2,-5,-15,-6,-5,2
46,1,2,2,6,5,5,15,2
46,2,1,2,-5,-15,-6,-5,2
46,2,2,2,6,5,5,15,2
46,1,1,3,-5,-6,-6,-5,1
46,1,2,3,6,5,5,6,1
46,2,1,3,-5,-6,-6,-5,2
46,2,2,3,6,5,5,6,2
46,1,1,4,-5,-20,-20,-5,1
46,1,2,4,20,5,5,20,1
46,2,1,4,-5,-20,-20,-5,1
46,2,2,4,20,5,5,20,2
46,1,1,5,-5,-10,-6,-5,2
46,1,2,5,6,5,5,10,2
46,2,1,5,-5,-10,-6,-5,2
46,2,2,5,6,5,5,10,2
46,1,1,6,-10,-12,-12,-10,1
46,1,2,6,12,10,10,12,1
46,2,1,6,-10,-12,-12,-10,2
46,2,2,6,12,10,10,12,1
46,1,1,7,-5,-20,-10,-5,1
46,1,2,7,10,5,5,20,1
46,2,1,7,-5,-20,-10,-5,2
46,2,2,7,10,5,5,20,1
46,1,1,8,-5,-10,-10,-5,1
46,1,2,8,10,5,5,10,1
46,2,1,8,-5,-10,-10,-5,1
46,2,2,8,10,5,5,10,1
46,1,1,9,-6,-5,-10,-4.99,1
46,1,2,9,10,4.99,6,5,1
46,2,1,9,-6,-5,-10,-4.99,1
46,2,2,9,10,4.99,6,5,2
46,1,1,10,-4,-5,-10,-4.99,1
46,1,2,10,10,4.99,4,5,1
46,2,1,10,-4,-5,-10,-4.99,1
46,2,2,10,10,4.99,4,5,1
46,1,1,11,-10,-6,-10,-5,2
46,1,2,11,10,5,10,6,2
46,2,1,11,-10,-6,-10,-5,2
46,2,2,11,10,5,10,6,2
46,1,1,12,-10,-12,-8,-10,2
46,1,2,12,8,10,10,12,2
46,2,1,12,-10,-12,-8,-10,2
46,2,2,12,8,10,10,12,2
47,1,1,1,-5,-15,-15,-5,1
47,1,2,1,15,5,5,15,1
47,2,1,1,-5,-15,-15,-5,1
47,2,2,1,15,5,5,15,1
47,1,1,2,-5,-15,-6,-5,2
47,1,2,2,6,5,5,15,1
47,2,1,2,-5,-15,-6,-5,2
47,2,2,2,6,5,5,15,1
47,1,1,3,-5,-6,-6,-5,1
47,1,2,3,6,5,5,6,1
47,2,1,3,-5,-6,-6,-5,1
47,2,2,3,6,5,5,6,2
47,1,1,4,-5,-20,-20,-5,1
47,1,2,4,20,5,5,20,1
47,2,1,4,-5,-20,-20,-5,1
47,2,2,4,20,5,5,20,1
47,1,1,5,-5,-10,-6,-5,2
47,1,2,5,6,5,5,10,2
47,2,1,5,-5,-10,-6,-5,2
47,2,2,5,6,5,5,10,2
47,1,1,6,-10,-12,-12,-10,1
47,1,2,6,12,10,10,12,1
47,2,1,6,-10,-12,-12,-10,1
47,2,2,6,12,10,10,12,2
47,1,1,7,-5,-20,-10,-5,1
47,1,2,7,10,5,5,20,1
47,2,1,7,-5,-20,-10,-5,1
47,2,2,7,10,5,5,20,1
47,1,1,8,-5,-10,-10,-5,1
47,1,2,8,10,5,5,10,1
47,2,1,8,-5,-10,-10,-5,1
47,2,2,8,10,5,5,10,1
47,1,1,9,-6,-5,-10,-4.99,1
47,1,2,9,10,4.99,6,5,1
47,2,1,9,-6,-5,-10,-4.99,1
47,2,2,9,10,4.99,6,5,1
47,1,1,10,-4,-5,-10,-4.99,1
47,1,2,10,10,4.99,4,5,1
47,2,1,10,-4,-5,-10,-4.99,1
47,2,2,10,10,4.99,4,5,1
47,1,1,11,-10,-6,-10,-5,2
47,1,2,11,10,5,10,6,2
47,2,1,11,-10,-6,-10,-5,2
47,2,2,11,10,5,10,6,2
47,1,1,12,-10,-12,-8,-10,2
47,1,2,12,8,10,10,12,2
47,2,1,12,-10,-12,-8,-10,2
47,2,2,12,8,10,10,12,2
48,1,1,1,-5,-15,-15,-5,2
48,1,2,1,15,5,5,15,2
48,2,1,1,-5,-15,-15,-5,2
48,2,2,1,15,5,5,15,2
48,1,1,2,-5,-15,-6,-5,2
48,1,2,2,6,5,5,15,2
48,2,1,2,-5,-15,-6,-5,2
48,2,2,2,6,5,5,15,2
48,1,1,3,-5,-6,-6,-5,1
48,1,2,3,6,5,5,6,2
48,2,1,3,-5,-6,-6,-5,2
48,2,2,3,6,5,5,6,2
48,1,1,4,-5,-20,-20,-5,2
48,1,2,4,20,5,5,20,1
48,2,1,4,-5,-20,-20,-5,2
48,2,2,4,20,5,5,20,2
48,1,1,5,-5,-10,-6,-5,2
48,1,2,5,6,5,5,10,1
48,2,1,5,-5,-10,-6,-5,2
48,2,2,5,6,5,5,10,2
48,1,1,6,-10,-12,-12,-10,2
48,1,2,6,12,10,10,12,1
48,2,1,6,-10,-12,-12,-10,2
48,2,2,6,12,10,10,12,1
48,1,1,7,-5,-20,-10,-5,2
48,1,2,7,10,5,5,20,1
48,2,1,7,-5,-20,-10,-5,2
48,2,2,7,10,5,5,20,2
48,1,1,8,-5,-10,-10,-5,1
48,1,2,8,10,5,5,10,1
48,2,1,8,-5,-10,-10,-5,2
48,2,2,8,10,5,5,10,2
48,1,1,9,-6,-5,-10,-4.99,1
48,1,2,9,10,4.99,6,5,2
48,2,1,9,-6,-5,-10,-4.99,1
48,2,2,9,10,4.99,6,5,1
48,1,1,10,-4,-5,-10,-4.99,1
48,1,2,10,10,4.99,4,5,1
48,2,1,10,-4,-5,-10,-4.99,1
48,2,2,10,10,4.99,4,5,1
48,1,1,11,-10,-6,-10,-5,2
48,1,2,11,10,5,10,6,2
48,2,1,11,-10,-6,-10,-5,1
48,2,2,11,10,5,10,6,2
48,1,1,12,-10,-12,-8,-10,2
48,1,2,12,8,10,10,12,2
48,2,1,12,-10,-12,-8,-10,2
48,2,2,12,8,10,10,12,2
49,1,1,1,-5,-15,-15,-5,1
49,1,2,1,15,5,5,15,1
49,2,1,1,-5,-15,-15,-5,1
49,2,2,1,15,5,5,15,1
49,1,1,2,-5,-15,-6,-5,1
49,1,2,2,6,5,5,15,1
49,2,1,2,-5,-15,-6,-5,2
49,2,2,2,6,5,5,15,1
49,1,1,3,-5,-6,-6,-5,1
49,1,2,3,6,5,5,6,1
49,2,1,3,-5,-6,-6,-5,1
49,2,2,3,6,5,5,6,1
49,1,1,4,-5,-20,-20,-5,1
49,1,2,4,20,5,5,20,1
49,2,1,4,-5,-20,-20,-5,1
49,2,2,4,20,5,5,20,1
49,1,1,5,-5,-10,-6,-5,1
49,1,2,5,6,5,5,10,1
49,2,1,5,-5,-10,-6,-5,1
49,2,2,5,6,5,5,10,1
49,1,1,6,-10,-12,-12,-10,1
49,1,2,6,12,10,10,12,1
49,2,1,6,-10,-12,-12,-10,1
49,2,2,6,12,10,10,12,1
49,1,1,7,-5,-20,-10,-5,1
49,1,2,7,10,5,5,20,1
49,2,1,7,-5,-20,-10,-5,1
49,2,2,7,10,5,5,20,1
49,1,1,8,-5,-10,-10,-5,1
49,1,2,8,10,5,5,10,1
49,2,1,8,-5,-10,-10,-5,1
49,2,2,8,10,5,5,10,1
49,1,1,9,-6,-5,-10,-4.99,1
49,1,2,9,10,4.99,6,5,1
49,2,1,9,-6,-5,-10,-4.99,1
49,2,2,9,10,4.99,6,5,1
49,1,1,10,-4,-5,-10,-4.99,1
49,1,2,10,10,4.99,4,5,1
49,2,1,10,-4,-5,-10,-4.99,1
49,2,2,10,10,4.99,4,5,1
49,1,1,11,-10,-6,-10,-5,2
49,1,2,11,10,5,10,6,2
49,2,1,11,-10,-6,-10,-5,2
49,2,2,11,10,5,10,6,2
49,1,1,12,-10,-12,-8,-10,2
49,1,2,12,8,10,10,12,2
49,2,1,12,-10,-12,-8,-10,2
49,2,2,12,8,10,10,12,2
50,1,1,1,-5,-15,-15,-5,1
50,1,2,1,15,5,5,15,1
50,2,1,1,-5,-15,-15,-5,1
50,2,2,1,15,5,5,15,1
50,1,1,2,-5,-15,-6,-5,1
50,1,2,2,6,5,5,15,1
50,2,1,2,-5,-15,-6,-5,1
50,2,2,2,6,5,5,15,2
50,1,1,3,-5,-6,-6,-5,1
50,1,2,3,6,5,5,6,2
50,2,1,3,-5,-6,-6,-5,2
50,2,2,3,6,5,5,6,1
50,1,1,4,-5,-20,-20,-5,1
50,1,2,4,20,5,5,20,1
50,2,1,4,-5,-20,-20,-5,2
50,2,2,4,20,5,5,20,1
50,1,1,5,-5,-10,-6,-5,2
50,1,2,5,6,5,5,10,2
50,2,1,5,-5,-10,-6,-5,1
50,2,2,5,6,5,5,10,1
50,1,1,6,-10,-12,-12,-10,1
50,1,2,6,12,10,10,12,2
50,2,1,6,-10,-12,-12,-10,1
50,2,2,6,12,10,10,12,2
50,1,1,7,-5,-20,-10,-5,1
50,1,2,7,10,5,5,20,1
50,2,1,7,-5,-20,-10,-5,2
50,2,2,7,10,5,5,20,2
50,1,1,8,-5,-10,-10,-5,2
50,1,2,8,10,5,5,10,1
50,2,1,8,-5,-10,-10,-5,1
50,2,2,8,10,5,5,10,1
50,1,1,9,-6,-5,-10,-4.99,2
50,1,2,9,10,4.99,6,5,2
50,2,1,9,-6,-5,-10,-4.99,1
50,2,2,9,10,4.99,6,5,1
50,1,1,10,-4,-5,-10,-4.99,2
50,1,2,10,10,4.99,4,5,2
50,2,1,10,-4,-5,-10,-4.99,1
50,2,2,10,10,4.99,4,5,1
50,1,1,11,-10,-6,-10,-5,2
50,1,2,11,10,5,10,6,2
50,2,1,11,-10,-6,-10,-5,2
50,2,2,11,10,5,10,6,2
50,1,1,12,-10,-12,-8,-10,2
50,1,2,12,8,10,10,12,2
50,2,1,12,-10,-12,-8,-10,2
50,2,2,12,8,10,10,12,2
51,1,1,1,-5,-15,-15,-5,1
51,1,2,1,15,5,5,15,1
51,2,1,1,-5,-15,-15,-5,1
51,2,2,1,15,5,5,15,2
51,1,1,2,-5,-15,-6,-5,2
51,1,2,2,6,5,5,15,1
51,2,1,2,-5,-15,-6,-5,2
51,2,2,2,6,5,5,15,2
51,1,1,3,-5,-6,-6,-5,1
51,1,2,3,6,5,5,6,1
51,2,1,3,-5,-6,-6,-5,2
51,2,2,3,6,5,5,6,2
51,1,1,4,-5,-20,-20,-5,1
51,1,2,4,20,5,5,20,1
51,2,1,4,-5,-20,-20,-5,2
51,2,2,4,20,5,5,20,2
51,1,1,5,-5,-10,-6,-5,2
51,1,2,5,6,5,5,10,1
51,2,1,5,-5,-10,-6,-5,2
51,2,2,5,6,5,5,10,2
51,1,1,6,-10,-12,-12,-10,1
51,1,2,6,12,10,10,12,1
51,2,1,6,-10,-12,-12,-10,2
51,2,2,6,12,10,10,12,2
51,1,1,7,-5,-20,-10,-5,2
51,1,2,7,10,5,5,20,1
51,2,1,7,-5,-20,-10,-5,2
51,2,2,7,10,5,5,20,2
51,1,1,8,-5,-10,-10,-5,1
51,1,2,8,10,5,5,10,1
51,2,1,8,-5,-10,-10,-5,2
51,2,2,8,10,5,5,10,2
51,1,1,9,-6,-5,-10,-4.99,1
51,1,2,9,10,4.99,6,5,2
51,2,1,9,-6,-5,-10,-4.99,1
51,2,2,9,10,4.99,6,5,2
51,1,1,10,-4,-5,-10,-4.99,1
51,1,2,10,10,4.99,4,5,2
51,2,1,10,-4,-5,-10,-4.99,1
51,2,2,10,10,4.99,4,5,2
51,1,1,11,-10,-6,-10,-5,2
51,1,2,11,10,5,10,6,2
51,2,1,11,-10,-6,-10,-5,2
51,2,2,11,10,5,10,6,2
51,1,1,12,-10,-12,-8,-10,2
51,1,2,12,8,10,10,12,2
51,2,1,12,-10,-12,-8,-10,2
51,2,2,12,8,10,10,12,2
52,1,1,1,-5,-15,-15,-5,1
52,1,2,1,15,5,5,15,1
52,2,1,1,-5,-15,-15,-5,2
52,2,2,1,15,5,5,15,2
52,1,1,2,-5,-15,-6,-5,2
52,1,2,2,6,5,5,15,2
52,2,1,2,-5,-15,-6,-5,2
52,2,2,2,6,5,5,15,2
52,1,1,3,-5,-6,-6,-5,1
52,1,2,3,6,5,5,6,1
52,2,1,3,-5,-6,-6,-5,2
52,2,2,3,6,5,5,6,2
52,1,1,4,-5,-20,-20,-5,1
52,1,2,4,20,5,5,20,1
52,2,1,4,-5,-20,-20,-5,2
52,2,2,4,20,5,5,20,2
52,1,1,5,-5,-10,-6,-5,2
52,1,2,5,6,5,5,10,2
52,2,1,5,-5,-10,-6,-5,2
52,2,2,5,6,5,5,10,1
52,1,1,6,-10,-12,-12,-10,1
52,1,2,6,12,10,10,12,1
52,2,1,6,-10,-12,-12,-10,2
52,2,2,6,12,10,10,12,2
52,1,1,7,-5,-20,-10,-5,2
52,1,2,7,10,5,5,20,2
52,2,1,7,-5,-20,-10,-5,2
52,2,2,7,10,5,5,20,2
52,1,1,8,-5,-10,-10,-5,1
52,1,2,8,10,5,5,10,1
52,2,1,8,-5,-10,-10,-5,2
52,2,2,8,10,5,5,10,2
52,1,1,9,-6,-5,-10,-4.99,1
52,1,2,9,10,4.99,6,5,1
52,2,1,9,-6,-5,-10,-4.99,1
52,2,2,9,10,4.99,6,5,2
52,1,1,10,-4,-5,-10,-4.99,1
52,1,2,10,10,4.99,4,5,1
52,2,1,10,-4,-5,-10,-4.99,1
52,2,2,10,10,4.99,4,5,2
52,1,1,11,-10,-6,-10,-5,2
52,1,2,11,10,5,10,6,2
52,2,1,11,-10,-6,-10,-5,2
52,2,2,11,10,5,10,6,1
52,1,1,12,-10,-12,-8,-10,1
52,1,2,12,8,10,10,12,2
52,2,1,12,-10,-12,-8,-10,2
52,2,2,12,8,10,10,12,1
53,1,1,1,-5,-15,-15,-5,1
53,1,2,1,15,5,5,15,1
53,2,1,1,-5,-15,-15,-5,1
53,2,2,1,15,5,5,15,1
53,1,1,2,-5,-15,-6,-5,1
53,1,2,2,6,5,5,15,1
53,2,1,2,-5,-15,-6,-5,1
53,2,2,2,6,5,5,15,2
53,1,1,3,-5,-6,-6,-5,1
53,1,2,3,6,5,5,6,1
53,2,1,3,-5,-6,-6,-5,1
53,2,2,3,6,5,5,6,2
53,1,1,4,-5,-20,-20,-5,1
53,1,2,4,20,5,5,20,1
53,2,1,4,-5,-20,-20,-5,1
53,2,2,4,20,5,5,20,1
53,1,1,5,-5,-10,-6,-5,1
53,1,2,5,6,5,5,10,1
53,2,1,5,-5,-10,-6,-5,1
53,2,2,5,6,5,5,10,2
53,1,1,6,-10,-12,-12,-10,1
53,1,2,6,12,10,10,12,1
53,2,1,6,-10,-12,-12,-10,1
53,2,2,6,12,10,10,12,2
53,1,1,7,-5,-20,-10,-5,1
53,1,2,7,10,5,5,20,1
53,2,1,7,-5,-20,-10,-5,1
53,2,2,7,10,5,5,20,1
53,1,1,8,-5,-10,-10,-5,1
53,1,2,8,10,5,5,10,1
53,2,1,8,-5,-10,-10,-5,1
53,2,2,8,10,5,5,10,1
53,1,1,9,-6,-5,-10,-4.99,1
53,1,2,9,10,4.99,6,5,1
53,2,1,9,-6,-5,-10,-4.99,1
53,2,2,9,10,4.99,6,5,1
53,1,1,10,-4,-5,-10,-4.99,1
53,1,2,10,10,4.99,4,5,1
53,2,1,10,-4,-5,-10,-4.99,1
53,2,2,10,10,4.99,4,5,1
53,1,1,11,-10,-6,-10,-5,2
53,1,2,11,10,5,10,6,2
53,2,1,11,-10,-6,-10,-5,2
53,2,2,11,10,5,10,6,2
53,1,1,12,-10,-12,-8,-10,2
53,1,2,12,8,10,10,12,2
53,2,1,12,-10,-12,-8,-10,2
53,2,2,12,8,10,10,12,2
54,1,1,1,-5,-15,-15,-5,1
54,1,2,1,15,5,5,15,1
54,2,1,1,-5,-15,-15,-5,1
54,2,2,1,15,5,5,15,1
54,1,1,2,-5,-15,-6,-5,1
54,1,2,2,6,5,5,15,1
54,2,1,2,-5,-15,-6,-5,1
54,2,2,2,6,5,5,15,1
54,1,1,3,-5,-6,-6,-5,1
54,1,2,3,6,5,5,6,1
54,2,1,3,-5,-6,-6,-5,1
54,2,2,3,6,5,5,6,2
54,1,1,4,-5,-20,-20,-5,1
54,1,2,4,20,5,5,20,1
54,2,1,4,-5,-20,-20,-5,1
54,2,2,4,20,5,5,20,1
54,1,1,5,-5,-10,-6,-5,1
54,1,2,5,6,5,5,10,1
54,2,1,5,-5,-10,-6,-5,1
54,2,2,5,6,5,5,10,2
54,1,1,6,-10,-12,-12,-10,1
54,1,2,6,12,10,10,12,1
54,2,1,6,-10,-12,-12,-10,1
54,2,2,6,12,10,10,12,1
54,1,1,7,-5,-20,-10,-5,1
54,1,2,7,10,5,5,20,1
54,2,1,7,-5,-20,-10,-5,1
54,2,2,7,10,5,5,20,1
54,1,1,8,-5,-10,-10,-5,1
54,1,2,8,10,5,5,10,1
54,2,1,8,-5,-10,-10,-5,1
54,2,2,8,10,5,5,10,1
54,1,1,9,-6,-5,-10,-4.99,1
54,1,2,9,10,4.99,6,5,1
54,2,1,9,-6,-5,-10,-4.99,1
54,2,2,9,10,4.99,6,5,2
54,1,1,10,-4,-5,-10,-4.99,1
54,1,2,10,10,4.99,4,5,1
54,2,1,10,-4,-5,-10,-4.99,1
54,2,2,10,10,4.99,4,5,1
54,1,1,11,-10,-6,-10,-5,2
54,1,2,11,10,5,10,6,1
54,2,1,11,-10,-6,-10,-5,2
54,2,2,11,10,5,10,6,2
54,1,1,12,-10,-12,-8,-10,2
54,1,2,12,8,10,10,12,2
54,2,1,12,-10,-12,-8,-10,2
54,2,2,12,8,10,10,12,2
55,1,1,1,-5,-15,-15,-5,1
55,1,2,1,15,5,5,15,1
55,2,1,1,-5,-15,-15,-5,1
55,2,2,1,15,5,5,15,1
55,1,1,2,-5,-15,-6,-5,1
55,1,2,2,6,5,5,15,1
55,2,1,2,-5,-15,-6,-5,1
55,2,2,2,6,5,5,15,1
55,1,1,3,-5,-6,-6,-5,1
55,1,2,3,6,5,5,6,1
55,2,1,3,-5,-6,-6,-5,1
55,2,2,3,6,5,5,6,1
55,1,1,4,-5,-20,-20,-5,1
55,1,2,4,20,5,5,20,1
55,2,1,4,-5,-20,-20,-5,1
55,2,2,4,20,5,5,20,1
55,1,1,5,-5,-10,-6,-5,1
55,1,2,5,6,5,5,10,1
55,2,1,5,-5,-10,-6,-5,1
55,2,2,5,6,5,5,10,1
55,1,1,6,-10,-12,-12,-10,1
55,1,2,6,12,10,10,12,1
55,2,1,6,-10,-12,-12,-10,1
55,2,2,6,12,10,10,12,1
55,1,1,7,-5,-20,-10,-5,1
55,1,2,7,10,5,5,20,1
55,2,1,7,-5,-20,-10,-5,1
55,2,2,7,10,5,5,20,1
55,1,1,8,-5,-10,-10,-5,1
55,1,2,8,10,5,5,10,1
55,2,1,8,-5,-10,-10,-5,1
55,2,2,8,10,5,5,10,1
55,1,1,9,-6,-5,-10,-4.99,1
55,1,2,9,10,4.99,6,5,1
55,2,1,9,-6,-5,-10,-4.99,1
55,2,2,9,10,4.99,6,5,1
55,1,1,10,-4,-5,-10,-4.99,1
55,1,2,10,10,4.99,4,5,1
55,2,1,10,-4,-5,-10,-4.99,1
55,2,2,10,10,4.99,4,5,1
55,1,1,11,-10,-6,-10,-5,1
55,1,2,11,10,5,10,6,1
55,2,1,11,-10,-6,-10,-5,1
55,2,2,11,10,5,10,6,1
55,1,1,12,-10,-12,-8,-10,2
55,1,2,12,8,10,10,12,2
55,2,1,12,-10,-12,-8,-10,2
55,2,2,12,8,10,10,12,2
56,1,1,1,-5,-15,-15,-5,1
56,1,2,1,15,5,5,15,1
56,2,1,1,-5,-15,-15,-5,1
56,2,2,1,15,5,5,15,1
56,1,1,2,-5,-15,-6,-5,2
56,1,2,2,6,5,5,15,2
56,2,1,2,-5,-15,-6,-5,2
56,2,2,2,6,5,5,15,2
56,1,1,3,-5,-6,-6,-5,1
56,1,2,3,6,5,5,6,1
56,2,1,3,-5,-6,-6,-5,1
56,2,2,3,6,5,5,6,2
56,1,1,4,-5,-20,-20,-5,1
56,1,2,4,20,5,5,20,1
56,2,1,4,-5,-20,-20,-5,1
56,2,2,4,20,5,5,20,1
56,1,1,5,-5,-10,-6,-5,2
56,1,2,5,6,5,5,10,1
56,2,1,5,-5,-10,-6,-5,2
56,2,2,5,6,5,5,10,2
56,1,1,6,-10,-12,-12,-10,1
56,1,2,6,12,10,10,12,1
56,2,1,6,-10,-12,-12,-10,1
56,2,2,6,12,10,10,12,1
56,1,1,7,-5,-20,-10,-5,1
56,1,2,7,10,5,5,20,1
56,2,1,7,-5,-20,-10,-5,1
56,2,2,7,10,5,5,20,1
56,1,1,8,-5,-10,-10,-5,1
56,1,2,8,10,5,5,10,1
56,2,1,8,-5,-10,-10,-5,1
56,2,2,8,10,5,5,10,1
56,1,1,9,-6,-5,-10,-4.99,1
56,1,2,9,10,4.99,6,5,1
56,2,1,9,-6,-5,-10,-4.99,1
56,2,2,9,10,4.99,6,5,1
56,1,1,10,-4,-5,-10,-4.99,1
56,1,2,10,10,4.99,4,5,1
56,2,1,10,-4,-5,-10,-4.99,1
56,2,2,10,10,4.99,4,5,1
56,1,1,11,-10,-6,-10,-5,2
56,1,2,11,10,5,10,6,2
56,2,1,11,-10,-6,-10,-5,2
56,2,2,11,10,5,10,6,2
56,1,1,12,-10,-12,-8,-10,2
56,1,2,12,8,10,10,12,2
56,2,1,12,-10,-12,-8,-10,2
56,2,2,12,8,10,10,12,2
57,1,1,1,-5,-15,-15,-5,1
57,1,2,1,15,5,5,15,1
57,2,1,1,-5,-15,-15,-5,2
57,2,2,1,15,5,5,15,2
57,1,1,2,-5,-15,-6,-5,2
57,1,2,2,6,5,5,15,1
57,2,1,2,-5,-15,-6,-5,2
57,2,2,2,6,5,5,15,2
57,1,1,3,-5,-6,-6,-5,1
57,1,2,3,6,5,5,6,1
57,2,1,3,-5,-6,-6,-5,2
57,2,2,3,6,5,5,6,2
57,1,1,4,-5,-20,-20,-5,1
57,1,2,4,20,5,5,20,1
57,2,1,4,-5,-20,-20,-5,2
57,2,2,4,20,5,5,20,2
57,1,1,5,-5,-10,-6,-5,2
57,1,2,5,6,5,5,10,1
57,2,1,5,-5,-10,-6,-5,2
57,2,2,5,6,5,5,10,2
57,1,1,6,-10,-12,-12,-10,1
57,1,2,6,12,10,10,12,1
57,2,1,6,-10,-12,-12,-10,2
57,2,2,6,12,10,10,12,2
57,1,1,7,-5,-20,-10,-5,1
57,1,2,7,10,5,5,20,2
57,2,1,7,-5,-20,-10,-5,2
57,2,2,7,10,5,5,20,2
57,1,1,8,-5,-10,-10,-5,1
57,1,2,8,10,5,5,10,1
57,2,1,8,-5,-10,-10,-5,2
57,2,2,8,10,5,5,10,2
57,1,1,9,-6,-5,-10,-4.99,1
57,1,2,9,10,4.99,6,5,2
57,2,1,9,-6,-5,-10,-4.99,1
57,2,2,9,10,4.99,6,5,2
57,1,1,10,-4,-5,-10,-4.99,1
57,1,2,10,10,4.99,4,5,1
57,2,1,10,-4,-5,-10,-4.99,1
57,2,2,10,10,4.99,4,5,2
57,1,1,11,-10,-6,-10,-5,2
57,1,2,11,10,5,10,6,2
57,2,1,11,-10,-6,-10,-5,2
57,2,2,11,10,5,10,6,2
57,1,1,12,-10,-12,-8,-10,2
57,1,2,12,8,10,10,12,2
57,2,1,12,-10,-12,-8,-10,2
57,2,2,12,8,10,10,12,2
58,1,1,1,-5,-15,-15,-5,1
58,1,2,1,15,5,5,15,1
58,2,1,1,-5,-15,-15,-5,1
58,2,2,1,15,5,5,15,1
58,1,1,2,-5,-15,-6,-5,2
